№,Code,Brow.,Chart,Applᵈ,Goog,Twtr.,One,FB,FBM,Sams.,Wind.,GMail,SB,DCM,KDDI,Name,Date,Keywords
2001,U+23EA,⏪,,,,,,,,,,,,—,,fast reverse button,2010,arrow | double | rewind
2002,U+23EE,⏮,,,,,,,—,,,—,—,—,—,last track button,2010,arrow | previous scene | previous track | triangle
2003,U+1F53C,🔼,,,,,,,,,,,—,—,,up button,2010,arrow | button | red
2004,U+23EB,⏫,,,,,,,,,,,—,—,,fast up button,2010,arrow | double
2005,U+1F53D,🔽,,,,,,,,,,,—,—,,down button,2010,arrow | button | down | red
2006,U+23EC,⏬,,,,,,,,,,,—,—,,fast down button,2010,arrow | double | down
2007,U+23F8,⏸,,,,,,,—,,,—,—,—,—,pause button,2014,bar | double | pause | vertical
2008,U+23F9,⏹,,,,,,,—,,,—,—,—,—,stop button,2014,square | stop
2009,U+23FA,⏺,,,,,,,—,,,—,—,—,—,record button,2014,circle | record
2010,U+23CF,⏏,,—,,,,,—,,,—,—,—,—,eject button,2003,eject
2011,U+1F3A6,🎦,,,,,,,,,,,,—,—,cinema,2010,camera | film | movie
2012,U+1F505,🔅,,,,,,,,,,—,—,—,—,dim button,2010,brightness | dim | low
2013,U+1F506,🔆,,,,,,,,,,—,—,—,—,bright button,2010,bright | brightness
2014,U+1F4F6,📶,,,,,,,,,,,,—,,antenna bars,2010,antenna | bar | cell | mobile | phone | signal | telephone
2015,U+1F4F3,📳,,,,,,,,,,,,—,,vibration mode,2010,cell | mobile | mode | phone | telephone | vibration
2016,U+1F4F4,📴,,,,,,,,,,,,—,,mobile phone off,2010,cell | mobile | off | phone | telephone
2017,U+267B,♻,,,,,,,,,,,—,,,recycling symbol,2002,recycle
2018,U+1F4DB,📛,,,,,,,,,,,—,—,,name badge,2010,badge | name
2019,U+269C,⚜,,,,,,,—,,,—,—,—,—,fleur-de-lis,2005,fleur-de-lis
2020,U+1F530,🔰,,,,,,,,,,,,—,,Japanese symbol for beginner,2010,beginner | chevron | green | Japanese | leaf | tool | yellow
2021,U+1F531,🔱,,,,,,,,,,,,—,—,trident emblem,2010,anchor | emblem | ship | tool | trident
2022,U+2B55,⭕,,,,,,,,,,,,—,,heavy large circle,2009,circle | o
2023,U+2705,✅,,,,,,,,,,,—,—,,white heavy check mark,2010,check | mark
2024,U+2611,☑,,,,,,,,,,,—,—,,ballot box with check,1995,ballot | box | check
2025,U+2714,✔,,,,,,,,,,—,—,—,,heavy check mark,1995ᶻ,check | mark
2026,U+2716,✖,,,,,,,,,,—,—,—,,heavy multiplication x,1995ᶻ,cancel | multiplication | multiply | x
2027,U+274C,❌,,,,,,,,,,,,—,,cross mark,2010,cancel | mark | multiplication | multiply | x
2028,U+274E,❎,,,,,,,,,,,—,—,,cross mark button,2010,mark | square
2029,U+2795,➕,,,,,,,,,,,—,—,,heavy plus sign,2010,math | plus
2030,U+2640,♀,,—,,,—,,—,,,—,—,—,—,female sign,1995,woman
2031,U+2642,♂,,—,,,—,,—,,,—,—,—,—,male sign,1995,man
2032,U+2695,⚕,,,,,—,—,—,,—,—,—,—,—,medical symbol,2005,aesculapius | medicine | staff
2033,U+2796,➖,,,,,,,,,,,—,—,,heavy minus sign,2010,math | minus
2034,U+2797,➗,,,,,,,,,,,—,—,,heavy division sign,2010,division | math
2035,U+27B0,➰,,,,,,,,,,,—,,,curly loop,2010,curl | loop
2036,U+27BF,➿,,,,,,,,,,,—,—,—,double curly loop,2010,curl | double | loop
2037,U+303D,〽,,,,,,,,,,,,—,—,part alternation mark,2002,mark | part
2038,U+2733,✳,,,,,,,,,,,,—,,eight-spoked asterisk,1995ᶻ,asterisk
2039,U+2734,✴,,,,,,,,,,—,,—,,eight-pointed star,1995ᶻ,star
2040,U+2747,❇,,,,,,,,,,,—,—,,sparkle,1995ᶻ,sparkle
2041,U+203C,‼,,,,,,,,,,,—,,,double exclamation mark,1995,bangbang | exclamation | mark | punctuation
2042,U+2049,⁉,,,,,,,,,,,—,,,exclamation question mark,2000,exclamation | interrobang | mark | punctuation | question
2043,U+2753,❓,,,,,,,,,,,,—,,question mark,2010,mark | punctuation | question
2044,U+2754,❔,,,,,,,,,,,,—,—,white question mark,2010,mark | outlined | punctuation | question
2045,U+2755,❕,,,,,,,,,,,,—,—,white exclamation mark,2010,exclamation | mark | outlined | punctuation
2046,U+2757,❗,,,,,,,,,,,,,,exclamation mark,2009,exclamation | mark | punctuation
2047,U+3030,〰,,,,,,,,,,,—,,—,wavy dash,1995,dash | punctuation | wavy
2048,U+00A9,©,,,,,,,,—,,,,,,copyright,1995,copyright
2049,U+00AE,®,,,,,,,,—,,,,,,registered,1995,registered
2050,U+2122,™,,,,,,,,—,,,,,,trade mark,1995,mark | tm | trademark
2051,U+0023 U+FE0F U+20E3,#️⃣,,,,,,,,,—,,,,,keycap: #,2002,keycap
2052,U+002A U+FE0F U+20E3,*️⃣,,,,,,,—,,—,—,—,—,—,keycap: *,2002,keycap
2053,U+0030 U+FE0F U+20E3,0️⃣,,,,,,,,,—,,,,,keycap: 0,2002,keycap
2054,U+0031 U+FE0F U+20E3,1️⃣,,,,,,,,,—,,,,,keycap: 1,2002,keycap
2055,U+0032 U+FE0F U+20E3,2️⃣,,,,,,,,,—,,,,,keycap: 2,2002,keycap
2056,U+0033 U+FE0F U+20E3,3️⃣,,,,,,,,,—,,,,,keycap: 3,2002,keycap
2057,U+0034 U+FE0F U+20E3,4️⃣,,,,,,,,,—,,,,,keycap: 4,2002,keycap
2058,U+0035 U+FE0F U+20E3,5️⃣,,,,,,,,,—,,,,,keycap: 5,2002,keycap
2059,U+0036 U+FE0F U+20E3,6️⃣,,,,,,,,,—,,,,,keycap: 6,2002,keycap
2060,U+0037 U+FE0F U+20E3,7️⃣,,,,,,,,,—,,,,,keycap: 7,2002,keycap
2061,U+0038 U+FE0F U+20E3,8️⃣,,,,,,,,,—,,,,,keycap: 8,2002,keycap
2062,U+0039 U+FE0F U+20E3,9️⃣,,,,,,,,,—,,,,,keycap: 9,2002,keycap
2063,U+1F51F,🔟,,,,,,,,,,,—,—,,keycap 10,2010,keycap 10
2064,U+1F4AF,💯,,,,,,,,,,,—,—,,hundred points,2010,100 | full | hundred | score
2065,U+1F520,🔠,,,,,,,,,,,—,—,,input latin uppercase,2010,ABCD | input | latin | letters | uppercase
2066,U+1F521,🔡,,,,,,,,,,,—,—,,input latin lowercase,2010,abcd | input | latin | letters | lowercase
2067,U+1F522,🔢,,,,,,,,,,,—,—,,input numbers,2010,1234 | input | numbers
2068,U+1F523,🔣,,,,,,,,,,,—,—,,input symbols,2010,〒♪&% | input
2069,U+1F524,🔤,,,,,,,,,,,—,—,,input latin letters,2010,abc | alphabet | input | latin | letters
2070,U+1F170,🅰,,,,,,,,,,,,—,,A button (blood type),2010,a | blood type
2071,U+1F18E,🆎,,,,,,,,,,,,—,,AB button (blood type),2010,ab | blood type
2072,U+1F171,🅱,,,,,,,,,,,,—,,B button (blood type),2010,b | blood type
2073,U+1F191,🆑,,,,,,,,,,,—,,,CL button,2010,cl
2074,U+1F192,🆒,,,,,,,,,,,,—,,COOL button,2010,cool
2075,U+1F193,🆓,,,,,,,,,,,—,,,FREE button,2010,free
2076,U+2139,ℹ,,,,,,,,,,,—,—,,information,2000,i | information
2077,U+1F194,🆔,,,,,,,,,,,,,,ID button,2010,id | identity
2078,U+24C2,Ⓜ,,,,,,,,,,,—,,—,circled M,1995,circle | m
2079,U+1F195,🆕,,,,,,,,,,,,,,NEW button,2010,new
2080,U+1F196,🆖,,,,,,,,,,,—,,—,NG button,2010,ng
2081,U+1F17E,🅾,,,,,,,,,,,,—,,O button (blood type),2010,blood type | o
2082,U+1F197,🆗,,,,,,,,,,,,,,OK button,2010,OK
2083,U+1F17F,🅿,,,,,,,,,,,,,,P button,2009,parking
2084,U+1F198,🆘,,,,,,,,,,,—,—,,SOS button,2010,help | sos
2085,U+1F199,🆙,,,,,,,,,,,,—,,UP! button,2010,mark | up
2086,U+1F19A,🆚,,,,,,,,,,,,—,,VS button,2010,versus | vs
2087,U+1F201,🈁,,,,,,,,,,,,—,—,Japanese “here” button,2010,“here” | Japanese | katakana | ココ
2088,U+1F202,🈂,,,,,,,,,,,,—,,Japanese “service charge” button,2010,“service charge” | Japanese | katakana | サ
2089,U+1F237,🈷,,,,,,,,,,,,—,—,Japanese “monthly amount” button,2010,“monthly amount” | ideograph | Japanese | 月
2090,U+1F236,🈶,,,,,,,,,,,,—,—,Japanese “not free of charge” button,2010,“not free of charge” | ideograph | Japanese | 有
2091,U+1F22F,🈯,,,,,,,,,,,,—,,Japanese “reserved” button,2009,“reserved” | ideograph | Japanese | 指
2092,U+1F250,🉐,,,,,,,,,,,,—,,Japanese “bargain” button,2010,“bargain” | ideograph | Japanese | 得
2093,U+1F239,🈹,,,,,,,,,,,,—,,Japanese “discount” button,2010,“discount” | ideograph | Japanese | 割
2094,U+1F21A,🈚,,,,,,,,,,,,—,—,Japanese “free of charge” button,2009,“free of charge” | ideograph | Japanese | 無
2095,U+1F232,🈲,,,,,,,,,,,—,,—,Japanese “prohibited” button,2010,“prohibited” | ideograph | Japanese | 禁
2096,U+1F251,🉑,,,,,,,,,,,—,—,,Japanese “acceptable” button,2010,“acceptable” | ideograph | Japanese | 可
2097,U+1F238,🈸,,,,,,,,,,,,—,—,Japanese “application” button,2010,“application” | ideograph | Japanese | 申
2098,U+1F234,🈴,,,,,,,,,,,—,,—,Japanese “passing grade” button,2010,“passing grade” | ideograph | Japanese | 合
2099,U+1F233,🈳,,,,,,,,,,,,,,Japanese “vacancy” button,2010,“vacancy” | ideograph | Japanese | 空
2100,U+3297,㊗,,,,,,,,,,,,—,,Japanese “congratulations” button,1995,“congratulations” | ideograph | Japanese | 祝
2101,U+3299,㊙,,,,,,,,,,,,,,Japanese “secret” button,1995,“secret” | ideograph | Japanese | 秘
2102,U+1F23A,🈺,,,,,,,,,,,,—,,Japanese “open for business” button,2010,“open for business” | ideograph | Japanese | 営
2103,U+1F235,🈵,,,,,,,,,,,,,,Japanese “no vacancy” button,2010,“no vacancy” | ideograph | Japanese | 満
2104,U+25AA,▪,,,,,,,,,,,—,—,,black small square,1995,geometric | square
2105,U+25AB,▫,,,,,,,,,,,—,—,,white small square,1995,geometric | square
2106,U+25FB,◻,,,,,,,,,,,—,—,,white medium square,2002,geometric | square
2107,U+25FC,◼,,,,,,,,,,,—,—,,black medium square,2002,geometric | square
2108,U+25FD,◽,,,,,,,,,,,—,—,,white medium-small square,2002,geometric | square
2109,U+25FE,◾,,,,,,,,,,,—,—,,black medium-small square,2002,geometric | square
2110,U+2B1B,⬛,,,,,,,,,,—,—,—,,black large square,2008,geometric | square
2111,U+2B1C,⬜,,,,,,,,,,—,—,—,,white large square,2008,geometric | square
2112,U+1F536,🔶,,,,,,,,,,,—,—,,large orange diamond,2010,diamond | geometric | orange
2113,U+1F537,🔷,,,,,,,,,,,—,—,,large blue diamond,2010,blue | diamond | geometric
2114,U+1F538,🔸,,,,,,,,,,,—,—,,small orange diamond,2010,diamond | geometric | orange
2115,U+1F539,🔹,,,,,,,,,,,—,—,,small blue diamond,2010,blue | diamond | geometric
2116,U+1F53A,🔺,,,,,,,,,,,—,—,,red triangle pointed up,2010,geometric | red
2117,U+1F53B,🔻,,,,,,,,,,,—,—,,red triangle pointed down,2010,down | geometric | red
2118,U+1F4A0,💠,,,,,,,,,,,—,,—,diamond with a dot,2010,comic | diamond | geometric | inside
2119,U+1F518,🔘,,,,,,,,,,,—,—,,radio button,2010,button | geometric | radio
2120,U+1F532,🔲,,,,,,,,,,—,,—,—,black square button,2010,button | geometric | square
2121,U+1F533,🔳,,,,,,,,,,,,—,—,white square button,2010,button | geometric | outlined | square
2122,U+26AA,⚪,,,,,,,,,,,—,—,,white circle,2005,circle | geometric
2123,U+26AB,⚫,,,,,,,,,,,—,—,,black circle,2005,circle | geometric
2124,U+1F534,🔴,,,,,,,,,,,,—,,red circle,2010,circle | geometric | red
2125,U+1F535,🔵,,,,,,,,,,,—,—,,blue circle,2010,blue | circle | geometric
2126,U+1F3C1,🏁,,,,,,,,,,,,,,chequered flag,2010,checkered | chequered | racing
2127,U+1F6A9,🚩,,,,,,,,,,,—,,,triangular flag,2010,post
2128,U+1F38C,🎌,,,,,,,,—,,,,—,,crossed flags,2010,celebration | cross | crossed | Japanese
2129,U+1F3F4,🏴,,,,,,,—,,,—,—,—,—,black flag,2014,waving
2130,U+1F3F3,🏳,,,,,,,—,,,—,—,—,—,white flag,2014,waving
2131,U+1F3F3 U+FE0F U+200D U+1F308,🏳️‍🌈,—,,,,—,—,—,—,—,—,—,—,—,rainbow flag,2014,rainbow
2132,U+1F1E6 U+1F1E8,🇦🇨,,,,,,,—,,—,—,—,—,—,Ascension Island,2010,flag
2133,U+1F1E6 U+1F1E9,🇦🇩,,,,,,,—,,—,—,—,—,—,Andorra,2010,flag
2134,U+1F1E6 U+1F1EA,🇦🇪,,,,,,,,,—,—,—,—,—,United Arab Emirates,2010,flag
2135,U+1F1E6 U+1F1EB,🇦🇫,,,,,,,—,,—,—,—,—,—,Afghanistan,2010,flag
2136,U+1F1E6 U+1F1EC,🇦🇬,,,,,,,—,,—,—,—,—,—,Antigua & Barbuda,2010,flag
2137,U+1F1E6 U+1F1EE,🇦🇮,,,,,,,—,,—,—,—,—,—,Anguilla,2010,flag
2138,U+1F1E6 U+1F1F1,🇦🇱,,,,,,,—,,—,—,—,—,—,Albania,2010,flag
2139,U+1F1E6 U+1F1F2,🇦🇲,,,,,,,—,,—,—,—,—,—,Armenia,2010,flag
2140,U+1F1E6 U+1F1F4,🇦🇴,,,,,,,—,,—,—,—,—,—,Angola,2010,flag
2141,U+1F1E6 U+1F1F6,🇦🇶,,,,,,,—,,—,—,—,—,—,Antarctica,2010,flag
2142,U+1F1E6 U+1F1F7,🇦🇷,,,,,,,—,,—,—,—,—,—,Argentina,2010,flag
2143,U+1F1E6 U+1F1F8,🇦🇸,,,,,,,—,,—,—,—,—,—,American Samoa,2010,flag
2144,U+1F1E6 U+1F1F9,🇦🇹,,,,,,,,,—,—,—,—,—,Austria,2010,flag
2145,U+1F1E6 U+1F1FA,🇦🇺,,,,,,,,,—,—,—,—,—,Australia,2010,flag
2146,U+1F1E6 U+1F1FC,🇦🇼,,,,,,,—,,—,—,—,—,—,Aruba,2010,flag
2147,U+1F1E6 U+1F1FD,🇦🇽,,,,,,,—,,—,—,—,—,—,Åland Islands,2010,flag
2148,U+1F1E6 U+1F1FF,🇦🇿,,,,,,,—,,—,—,—,—,—,Azerbaijan,2010,flag
2149,U+1F1E7 U+1F1E6,🇧🇦,,,,,,,—,,—,—,—,—,—,Bosnia & Herzegovina,2010,flag
2150,U+1F1E7 U+1F1E7,🇧🇧,,,,,,,—,,—,—,—,—,—,Barbados,2010,flag
2151,U+1F1E7 U+1F1E9,🇧🇩,,,,,,,—,,—,—,—,—,—,Bangladesh,2010,flag
2152,U+1F1E7 U+1F1EA,🇧🇪,,,,,,,,,—,—,—,—,—,Belgium,2010,flag
2153,U+1F1E7 U+1F1EB,🇧🇫,,,,,,,—,,—,—,—,—,—,Burkina Faso,2010,flag
2154,U+1F1E7 U+1F1EC,🇧🇬,,,,,,,—,,—,—,—,—,—,Bulgaria,2010,flag
2155,U+1F1E7 U+1F1ED,🇧🇭,,,,,,,—,,—,—,—,—,—,Bahrain,2010,flag
2156,U+1F1E7 U+1F1EE,🇧🇮,,,,,,,—,,—,—,—,—,—,Burundi,2010,flag
2157,U+1F1E7 U+1F1EF,🇧🇯,,,,,,,—,,—,—,—,—,—,Benin,2010,flag
2158,U+1F1E7 U+1F1F1,🇧🇱,,,,,,,—,,—,—,—,—,—,St. Barthélemy,2010,flag
2159,U+1F1E7 U+1F1F2,🇧🇲,,,,,,,—,,—,—,—,—,—,Bermuda,2010,flag
2160,U+1F1E7 U+1F1F3,🇧🇳,,,,,,,—,,—,—,—,—,—,Brunei,2010,flag
2161,U+1F1E7 U+1F1F4,🇧🇴,,,,,,,—,,—,—,—,—,—,Bolivia,2010,flag
2162,U+1F1E7 U+1F1F6,🇧🇶,,,,,,,—,,—,—,—,—,—,Caribbean Netherlands,2010,flag
2163,U+1F1E7 U+1F1F7,🇧🇷,,,,,,,,,—,—,—,—,—,Brazil,2010,flag
2164,U+1F1E7 U+1F1F8,🇧🇸,,,,,,,—,,—,—,—,—,—,Bahamas,2010,flag
2165,U+1F1E7 U+1F1F9,🇧🇹,,,,,,,—,,—,—,—,—,—,Bhutan,2010,flag
2166,U+1F1E7 U+1F1FB,🇧🇻,,,,,,,—,,—,—,—,—,—,Bouvet Island,2010,flag
2167,U+1F1E7 U+1F1FC,🇧🇼,,,,,,,—,,—,—,—,—,—,Botswana,2010,flag
2168,U+1F1E7 U+1F1FE,🇧🇾,,,,,,,—,,—,—,—,—,—,Belarus,2010,flag
2169,U+1F1E7 U+1F1FF,🇧🇿,,,,,,,—,,—,—,—,—,—,Belize,2010,flag
2170,U+1F1E8 U+1F1E6,🇨🇦,,,,,,,,,—,—,—,—,—,Canada,2010,flag
2171,U+1F1E8 U+1F1E8,🇨🇨,,,,,,,—,,—,—,—,—,—,Cocos (Keeling) Islands,2010,flag
2172,U+1F1E8 U+1F1E9,🇨🇩,,,,,,,—,,—,—,—,—,—,Congo - Kinshasa,2010,flag
2173,U+1F1E8 U+1F1EB,🇨🇫,,,,,,,—,,—,—,—,—,—,Central African Republic,2010,flag
2174,U+1F1E8 U+1F1EC,🇨🇬,,,,,,,—,,—,—,—,—,—,Congo - Brazzaville,2010,flag
2175,U+1F1E8 U+1F1ED,🇨🇭,,,,,,,,,—,—,—,—,—,Switzerland,2010,flag
2176,U+1F1E8 U+1F1EE,🇨🇮,,,,,,,—,,—,—,—,—,—,Côte d’Ivoire,2010,flag
2177,U+1F1E8 U+1F1F0,🇨🇰,,,,,,,—,,—,—,—,—,—,Cook Islands,2010,flag
2178,U+1F1E8 U+1F1F1,🇨🇱,,,,,,,,,—,—,—,—,—,Chile,2010,flag
2179,U+1F1E8 U+1F1F2,🇨🇲,,,,,,,—,,—,—,—,—,—,Cameroon,2010,flag
2180,U+1F1E8 U+1F1F3,🇨🇳,,,,,,,,,—,,,—,,China,2010,flag
2181,U+1F1E8 U+1F1F4,🇨🇴,,,,,,,,,—,—,—,—,—,Colombia,2010,flag
2182,U+1F1E8 U+1F1F5,🇨🇵,,,,,,,—,,—,—,—,—,—,Clipperton Island,2010,flag
2183,U+1F1E8 U+1F1F7,🇨🇷,,,,,,,—,,—,—,—,—,—,Costa Rica,2010,flag
2184,U+1F1E8 U+1F1FA,🇨🇺,,,,,,,—,,—,—,—,—,—,Cuba,2010,flag
2185,U+1F1E8 U+1F1FB,🇨🇻,,,,,,,—,,—,—,—,—,—,Cape Verde,2010,flag
2186,U+1F1E8 U+1F1FC,🇨🇼,,,,,,,—,,—,—,—,—,—,Curaçao,2010,flag
2187,U+1F1E8 U+1F1FD,🇨🇽,,,,,,,—,,—,—,—,—,—,Christmas Island,2010,flag
2188,U+1F1E8 U+1F1FE,🇨🇾,,,,,,,—,,—,—,—,—,—,Cyprus,2010,flag
2189,U+1F1E8 U+1F1FF,🇨🇿,,,,,,,—,,—,—,—,—,—,Czech Republic,2010,flag
2190,U+1F1E9 U+1F1EA,🇩🇪,,,,,,,,,—,,,—,,Germany,2010,flag
2191,U+1F1E9 U+1F1EC,🇩🇬,,,,,,,—,,—,—,—,—,—,Diego Garcia,2010,flag
2192,U+1F1E9 U+1F1EF,🇩🇯,,,,,,,—,,—,—,—,—,—,Djibouti,2010,flag
2193,U+1F1E9 U+1F1F0,🇩🇰,,,,,,,,,—,—,—,—,—,Denmark,2010,flag
2194,U+1F1E9 U+1F1F2,🇩🇲,,,,,,,—,,—,—,—,—,—,Dominica,2010,flag
2195,U+1F1E9 U+1F1F4,🇩🇴,,,,,,,—,,—,—,—,—,—,Dominican Republic,2010,flag
2196,U+1F1E9 U+1F1FF,🇩🇿,,,,,,,—,,—,—,—,—,—,Algeria,2010,flag
2197,U+1F1EA U+1F1E6,🇪🇦,,,,,,,—,,—,—,—,—,—,Ceuta & Melilla,2010,flag
2198,U+1F1EA U+1F1E8,🇪🇨,,,,,,,—,,—,—,—,—,—,Ecuador,2010,flag
2199,U+1F1EA U+1F1EA,🇪🇪,,,,,,,—,,—,—,—,—,—,Estonia,2010,flag
2200,U+1F1EA U+1F1EC,🇪🇬,,,,,,,—,,—,—,—,—,—,Egypt,2010,flag
2201,U+1F1EA U+1F1ED,🇪🇭,,,,,,,—,,—,—,—,—,—,Western Sahara,2010,flag
2202,U+1F1EA U+1F1F7,🇪🇷,,,,,,,—,,—,—,—,—,—,Eritrea,2010,flag
2203,U+1F1EA U+1F1F8,🇪🇸,,,,,,,,,—,,,—,,Spain,2010,flag
2204,U+1F1EA U+1F1F9,🇪🇹,,,,,,,—,,—,—,—,—,—,Ethiopia,2010,flag
2205,U+1F1EA U+1F1FA,🇪🇺,,,,,,,—,,—,—,—,—,—,European Union,2010,flag
2206,U+1F1EB U+1F1EE,🇫🇮,,,,,,,,,—,—,—,—,—,Finland,2010,flag
2207,U+1F1EB U+1F1EF,🇫🇯,,,,,,,—,,—,—,—,—,—,Fiji,2010,flag
2208,U+1F1EB U+1F1F0,🇫🇰,,,,,,,—,,—,—,—,—,—,Falkland Islands,2010,flag
2209,U+1F1EB U+1F1F2,🇫🇲,,,,,,,—,,—,—,—,—,—,Micronesia,2010,flag
2210,U+1F1EB U+1F1F4,🇫🇴,,,,,,,—,,—,—,—,—,—,Faroe Islands,2010,flag
2211,U+1F1EB U+1F1F7,🇫🇷,,,,,,,,,—,,,—,,France,2010,flag
2212,U+1F1EC U+1F1E6,🇬🇦,,,,,,,—,,—,—,—,—,—,Gabon,2010,flag
2213,U+1F1EC U+1F1E7,🇬🇧,,,,,,,,,—,,,—,,United Kingdom,2010,flag
2214,U+1F1EC U+1F1E9,🇬🇩,,,,,,,—,,—,—,—,—,—,Grenada,2010,flag
2215,U+1F1EC U+1F1EA,🇬🇪,,,,,,,—,,—,—,—,—,—,Georgia,2010,flag
2216,U+1F1EC U+1F1EB,🇬🇫,,,,,,,—,,—,—,—,—,—,French Guiana,2010,flag
2217,U+1F1EC U+1F1EC,🇬🇬,,,,,,,—,,—,—,—,—,—,Guernsey,2010,flag
2218,U+1F1EC U+1F1ED,🇬🇭,,,,,,,—,,—,—,—,—,—,Ghana,2010,flag
2219,U+1F1EC U+1F1EE,🇬🇮,,,,,,,—,,—,—,—,—,—,Gibraltar,2010,flag
2220,U+1F1EC U+1F1F1,🇬🇱,,,,,,,—,,—,—,—,—,—,Greenland,2010,flag
2221,U+1F1EC U+1F1F2,🇬🇲,,,,,,,—,,—,—,—,—,—,Gambia,2010,flag
2222,U+1F1EC U+1F1F3,🇬🇳,,,,,,,—,,—,—,—,—,—,Guinea,2010,flag
2223,U+1F1EC U+1F1F5,🇬🇵,,,,,,,—,,—,—,—,—,—,Guadeloupe,2010,flag
2224,U+1F1EC U+1F1F6,🇬🇶,,,,,,,—,,—,—,—,—,—,Equatorial Guinea,2010,flag
2225,U+1F1EC U+1F1F7,🇬🇷,,,,,,,—,,—,—,—,—,—,Greece,2010,flag
2226,U+1F1EC U+1F1F8,🇬🇸,,,,,,,—,,—,—,—,—,—,South Georgia & South Sandwich Islands,2010,flag
2227,U+1F1EC U+1F1F9,🇬🇹,,,,,,,—,,—,—,—,—,—,Guatemala,2010,flag
2228,U+1F1EC U+1F1FA,🇬🇺,,,,,,,—,,—,—,—,—,—,Guam,2010,flag
2229,U+1F1EC U+1F1FC,🇬🇼,,,,,,,—,,—,—,—,—,—,Guinea-Bissau,2010,flag
2230,U+1F1EC U+1F1FE,🇬🇾,,,,,,,—,,—,—,—,—,—,Guyana,2010,flag
2231,U+1F1ED U+1F1F0,🇭🇰,,,,,,,,,—,—,—,—,—,Hong Kong SAR China,2010,flag
2232,U+1F1ED U+1F1F2,🇭🇲,,,,,,,—,,—,—,—,—,—,Heard & McDonald Islands,2010,flag
2233,U+1F1ED U+1F1F3,🇭🇳,,,,,,,—,,—,—,—,—,—,Honduras,2010,flag
2234,U+1F1ED U+1F1F7,🇭🇷,,,,,,,—,,—,—,—,—,—,Croatia,2010,flag
2235,U+1F1ED U+1F1F9,🇭🇹,,,,,,,—,,—,—,—,—,—,Haiti,2010,flag
2236,U+1F1ED U+1F1FA,🇭🇺,,,,,,,—,,—,—,—,—,—,Hungary,2010,flag
2237,U+1F1EE U+1F1E8,🇮🇨,,,,,,,—,,—,—,—,—,—,Canary Islands,2010,flag
2238,U+1F1EE U+1F1E9,🇮🇩,,,,,,,,,—,—,—,—,—,Indonesia,2010,flag
2239,U+1F1EE U+1F1EA,🇮🇪,,,,,,,,,—,—,—,—,—,Ireland,2010,flag
2240,U+1F1EE U+1F1F1,🇮🇱,,,,,,,,,—,—,—,—,—,Israel,2010,flag
2241,U+1F1EE U+1F1F2,🇮🇲,,,,,,,—,,—,—,—,—,—,Isle of Man,2010,flag
2242,U+1F1EE U+1F1F3,🇮🇳,,,,,,,,,—,—,—,—,—,India,2010,flag
2243,U+1F1EE U+1F1F4,🇮🇴,,,,,,,—,,—,—,—,—,—,British Indian Ocean Territory,2010,flag
2244,U+1F1EE U+1F1F6,🇮🇶,,,,,,,—,,—,—,—,—,—,Iraq,2010,flag
2245,U+1F1EE U+1F1F7,🇮🇷,,,,,,,—,,—,—,—,—,—,Iran,2010,flag
2246,U+1F1EE U+1F1F8,🇮🇸,,,,,,,—,,—,—,—,—,—,Iceland,2010,flag
2247,U+1F1EE U+1F1F9,🇮🇹,,,,,,,,,—,,,—,,Italy,2010,flag
2248,U+1F1EF U+1F1EA,🇯🇪,,,,,,,—,,—,—,—,—,—,Jersey,2010,flag
2249,U+1F1EF U+1F1F2,🇯🇲,,,,,,,—,,—,—,—,—,—,Jamaica,2010,flag
2250,U+1F1EF U+1F1F4,🇯🇴,,,,,,,—,,—,—,—,—,—,Jordan,2010,flag
2251,U+1F1EF U+1F1F5,🇯🇵,,,,,,,,,—,,,—,,Japan,2010,flag
2252,U+1F1F0 U+1F1EA,🇰🇪,,,,,,,—,,—,—,—,—,—,Kenya,2010,flag
2253,U+1F1F0 U+1F1EC,🇰🇬,,,,,,,—,,—,—,—,—,—,Kyrgyzstan,2010,flag
2254,U+1F1F0 U+1F1ED,🇰🇭,,,,,,,—,,—,—,—,—,—,Cambodia,2010,flag
2255,U+1F1F0 U+1F1EE,🇰🇮,,,,,,,—,,—,—,—,—,—,Kiribati,2010,flag
2256,U+1F1F0 U+1F1F2,🇰🇲,,,,,,,—,,—,—,—,—,—,Comoros,2010,flag
2257,U+1F1F0 U+1F1F3,🇰🇳,,,,,,,—,,—,—,—,—,—,St. Kitts & Nevis,2010,flag
2258,U+1F1F0 U+1F1F5,🇰🇵,,,,,,,—,,—,—,—,—,—,North Korea,2010,flag
2259,U+1F1F0 U+1F1F7,🇰🇷,,,,,,,,,—,,,—,,South Korea,2010,flag
2260,U+1F1F0 U+1F1FC,🇰🇼,,,,,,,—,,—,—,—,—,—,Kuwait,2010,flag
2261,U+1F1F0 U+1F1FE,🇰🇾,,,,,,,—,,—,—,—,—,—,Cayman Islands,2010,flag
